"","BLM_Name","Address_1","Address_2","City","State","Zip_Code","Latitude","Longitude","Phone_Number","Description","Directions","Activities","address","ContactRegion","CAMPING","WATER SPORTS","ENVIRONMENTAL EDUCATION","NON-MOTORIZED BOATING","DAY USE AREA","PADDLE BOATING","WATER ACCESS","RAFTING","WHITEWATER RAFTING","BIRDING","BACKPACKING","INTERPRETIVE PROGRAMS","WILDLIFE VIEWING","FISHING","BOATING","HORSEBACK RIDING","HIKING","OFF HIGHWAY VEHICLE","RECREATIONAL VEHICLES","SENIC DRIVE","PHOTOGRAPHY","CLIMBING","HUNTING","WILDERNESS","INFORMATION SITE","PICNICKING","attraction","contactRegion","Description_Length","Description_Length_Words","Direction_Length","Direction_Length_Words"
"58","Gunnison River Bluffs ","Grand Junction Field Office","2815 H road","Grand Junction","Colorado","81506",39.033,-108.53,"970-244-3000","Opportunities for trail-based hiking, dog walking, trail running, mountain bicycling, horseback riding and other non-motorized recreation activities between Orchard Mesa and Whitewater along the Gunnison River bluffs. Georeferenced PDF map available for download here: https://www.blm.gov/grand-junction-fo/public-room/map/gunnison-river-bluffs-extensive-recreation-management-area-map","From Grand Junction, take Hwy 50 south to 28 1/2 Road and take a right. Take a left onto B Road and follow the signs to the parking area (no parking is allowed where the trail starts).","BIKING HIKING HORSEBACK RIDING","Grand Junction Field Office 2815 H road",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Normal",17,385,52,184,38
"59","Gypsum Campground ","Colorado River Valley Field Office","2300 River Frontage Road ","Silt","Colorado","81637",39.65555,-106.9762,"(970) 876-9000","Gypsum Campground is located along the Eagle River and is readily accessible from Interstate Highway 70. The campground is open May 15 - November 15 annually. There is no reservation system. Campsites are occupied on a first come, first serve basis. Inactive volcanic crater and lava flow are nearby to Dotsero. Visitors who want to enjoy camping, picnicking, sightseeing, and wildlife viewing can access the river from the campground, which offers gravel roads with primitive walk in fishing and camping. Wildlife includes ducks, geese, blue heron, bald eagles and other raptors. Recreation activities in the area includes rafting and fishing. Floating season generally occurs during late May through July. For more information, please contact the Colorado river Valley Field Office.","I-70 Exit 140 at Gypsum and turn south. Turn right on the frontage road (Old Highway 6) and go 1.5 miles past the roundabout. Take a left to the Gypsum Recreation Area.","BOATING CAMPING","Colorado River Valley Field Office 2300 River Frontage Road ",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Campground",11,784,119,168,33
"60","Gypsum Hills ","Colorado River Valley Field Office","2300 river Frontage Road","Silt","Colorado","81652",39.688,-106.952,"970-876-9000","Gypsum Hills Recreation Area is easily accessible located right off of I-70. Challenging four-wheel drive routes and off-highway vehicle trails offers visitors the chance to test their abilities while enjoying the fantastic mountain scenery and ranching landscapes. There are also plenty of options for mountain bikers and hunters. For more information, please contact the Colorado River Valley Field Office.","Take I-70 to Gypsum exit.  Turn north onto Trail Gulch road (County Road 51).","HIKING OFF HIGHWAY VEHICLE","Colorado River Valley Field Office 2300 river Frontage Road",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Normal",22,408,62,77,15
"61","Gypsum Valley ","Tres Rios Field Office","29211 Highway 184","Dolores","Colorado","81323",38.135115,-108.878832,"970-882-7296","BLM's Gypsum Valley Recreation site is a remote site about 50 miles north of Dove Creek. The site serves primarily as a boat launch for the portion of the Dolores River flowing through the Dolores River Canyon Wilderness Study Area. There are three designated campsites here with rock fire rings and shade shelters. There are no other services/facilities for camping. Beyond boating, other popular uses of the Gypsum area are rock climbing, OHV touring, and hiking. 

There is no fee at this site, and camping is on a first come, first served basis. The busiest time of year is when there is a 'boatable release' on the lower Dolores from McPhee Reservoir, generally mid-April to mid-June. Outside of this timeframe, one would expect to have the area to themselves. For more information, please contact the Tres Rios Field Office.
","From Dove Creek, CO, take Highway 149 west about 1.5 miles to Highway 141. Turn north to follow 141 for approximately 34 miles to County Road 20R. Turn west on 20R and travel approximately 11 miles to a 'Y' in the road. Stay right and continue for another 2 miles. This small campground and boat launch will be on your left.","BOATING","Tres Rios Field Office 29211 Highway 184",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Normal",26,831,142,324,61
"62","Hardscrabble - East Eagle ","Colorado  River Valley Field Office ","2300 River Frontage Road","Silt","Colorado","81652",39.615,-106.871,"(970) 876-9000","Hardscrabble Special Recreation Management Area (SRMA) is located between Gypsum and Eagle, and has become a trail mecca for both motorized and non-motorized users. The SRMA is divided into two Recreation Management Zones (RMZs).  Mountain bikers can enjoy single track routes in the Eastern RMZ which surrounds Eagle; ATV and motorcycle riders have many routes designated for their use in the western RMZ near Gypsum; and hikers are able to explore the entire area with multiple difficulty levels of trail opportunities.  Camping is allowed outside of the Spring Creek area and in previously disturbed sites.  The area spans many different soil types and biota zones from gypsum soil scrublands to aspen laden highlands.  The area has a winter closure to protect wintering wildlife from December 1st to April 15th. For more information, please contact the Colorado River Valley Field Office.","There are three public roads that access this area.  

Spring Creek:  Take I-70 to the Gypsum exit and travel east on Highway 6 about .5 mile.  Turn right (south) on Valley Road for about .5 mile, then left (east) on Cooley Mesa Road.  Go about 1.5 miles and turn right (south) on Spring Creek Rd.  Go about 1 mile, then turn left on BLM Road 8380.  No parking, camping or shooting is permitted for the first .5 mile.

BLM Road 8384:  Take I-70 to the Gypsum exit and travel east on Highway 6 about .5 mile.  Turn right (south) on Valley Road for about .5 mile, then left (east) on Cooley Mesa Road.  Travel approximately 3 miles and turn right on BLM Road 8384.

Hardscrabble Road:  Take I-70 to the Eagle exit.  Travel west on Highway 6 for approximately 1 mile and turn right (south) on Brush Creek Road.  Go about 5 miles and turn right on Hardscrabble Road.
","OFF HIGHWAY VEHICLE","Colorado  River Valley Field Office  2300 River Frontage Road",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Normal",11,892,141,863,162
"63","Horse Pasture Site ","Colorado River Valley Field Office","2300 River Frontage  Road","Silt","Colorado","81652",39.6499,-106.99243,"(970) 876-9000","Horse Pasture Site is a fishing access point located along the Colorado River. Boat access is not located here but is upstream at the Community Site. For more information, please contact the Colorado river Valley Field Office.","I-70 Exit 140 at Gypsum and turn south. Turn right on the frontage road (Old Highway 6) and go 2.5 miles past the roundabout. You will pass the Gypsum Campground and Community Site before you enter the Horse Pasture Site on your left.","FISHING","Colorado River Valley Field Office 2300 River Frontage  Road",11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",11,226,37,234,44
"64","Irish Canyon ACEC ","Bureau of Land Management","Little Snake Field Office","Craig","Colorado","81625",0,0,"(970) 826-5000","  Irish Canyon is a relatively remote and highly scenic canyon.  It is designated as an Area of Critical Environmental Concern (ACEC) because of its unique geology, scenery, plant species, and cultural resources.  Twelve of the twenty-two geologic formations found in the eastern end of the Uinta Mountains occur here.  The beginning of the canyon is not more than 50 yards wide with steep walls with layers of red, green, and gray.  Elevations range from 6,100 to 8,636 feet.  Such outlaws as Butch Cassidy and the wild bunch, Matt Warner, Isom Dart, and others spent much of their time in the Browns Park area  during the early 1900s. There is an interpretive exhibit of ancient petroglyphs at the south entrance to Irish Canyon along with short  hiking trail.  There are other unmarked cultural sites in and around the area.  Archeological sites are special places that tell the story of our past.  These fragile irreplaceable heritage resources may not be readily visible so be aware and practice Leave No Trace principles.  
At the north end of the Canyon is a small campground  with 6 sites with tables, fire pits, and one pit toilet.  There are no developed trails, but hiking opportunities are available to the west to Limestone Ridge and Cold Spring Mountain, and to the east to Vermillion Canyon and the colorful badlands along Vermillion Creek. Primitive roads to the east and west provide excellent mountain biking opportunities to view the region particularly on Cold Spring Mountain.  Motorized and mechanized travel is limited to designated routes marked with signs.  ","From the community of Maybell, Colorado on U.S. Highway 40 turn northwest onto Colorado Highway 318 to Moffat County Road 10N (41 miles), which runs through Irish Canyon (4.5 miles from Colorado 318).  ","ENVIRONMENTAL EDUCATION CAMPING","Bureau of Land Management Little Snake Field Office",10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",10,1583,259,202,33
"65","Jouflas Campground ","Bureau of Land Management ","Grand Junction Field Office","Grand Junction","Colorado","81506",39.177,-109.021,"970-244-3000","Jouflas Campground is located in Rabbit Valley Motorized Area, which is within the McInnis Canyons National Conservation Area. There are eight sites that feature picnic tables and fire grates. The campground also has a toilet facility (non-flush). There is no fee to stay at this site. Please pack out all garbage.
","From Grand Junction take I-70 west to exit #2. Go left at the stop sign and over the interstate to the entrance to the National Conservation Area. Stay right at the first two intersections.
","CAMPING","Bureau of Land Management  Grand Junction Field Office",17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Campground",17,315,52,190,35
"66","Junction Butte Wetlands ","Kremmling Field Office","2103 E. Park Avenue","Kremmling ","Colorado","80459",40.042789,-106.367095,"970-724-3000","The 120-acre Junction Butte Wetland is designated as a Watchable Wildlife Area, providing excellent birding opportunities. Thea rea is seasonally flooded to maintain the wetland and provided important habitat for waterfowl, shorebirds, and other migratory birds. It also provides vital winter habitat for big game species. For more information, please contact the Kremmling Field Office.","From Kremmling, go 3 miles south on HWY 9 to CR387 (dirt road); then 1/2 mile east.","FISHING HUNTING","Kremmling Field Office 2103 E. Park Avenue",20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"Normal",20,387,56,83,18
"67","Kimball Bridge (Highway 9) ","Kremmling Field Office ","2103 E. Park Avenue ","Kremmling ","Colorado","80459",40.04537,-106.37127,"970-724-3000","The segment of the river from Granby to Kremmling is very popular for fishing and a portion has been designated as Gold Medal Water by the Colorado Division of Wildlife (CDOW). Hwy 9 Fishing Access is about 1 miles south of Kremmling on the west side of the road just before you cross the Colorado River.  Facilities include a parking lot.  River access is about 1/2 mile long.","Approximately 27 miles from HWY 40 & 34 in Granby take a left (south) onto HWY 9 in Kremmling and go 1 mile to a turn off on the right just before the Colorado River.  Park in the parking lot and follow the short trail to the river.
","FISHING","Kremmling Field Office  2103 E. Park Avenue ",20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",20,377,69,233,47
